Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek,trekker_id,BMI,cluster
35,1,4,19,[0],1,0,0,[0],0,2,163,37.878787878787875,3
33,0,2,11,[0],2,0,1,[0],3,1,164,25.099501595611173,3
33,1,4,2,[0],5,0,1,[0],3,1,165,25.315454293738377,3
35,0,2,20,[0],2,0,1,[0],2,2,166,25.63116749967961,3
27,1,4,2,[0],2,0,1,[0],1,1,167,24.56747404844291,3
25,0,4,17,[0],0,0,1,[0],4,1,168,28.444444444444443,3
33,1,4,16,[0],1,0,1,[0],1,1,169,26.61934338952972,3
26,1,2,4,[0],0,0,0,[0],0,1,170,31.58861340679523,3
32,1,1,13,[0],3,0,1,[0],4,0,171,34.20582986317669,3
39,1,2,20,[0],1,0,1,[0],3,1,172,32.04994797086368,3
29,1,3,8,[0],2,0,1,[0],3,0,173,28.577960676726104,3
22,1,0,10,[0],4,2,1,[0],3,1,174,29.340039628105465,3
35,1,1,3,[0],1,0,1,[0],2,0,175,27.339911999658252,3
38,1,4,19,[0],3,0,1,[0],1,0,176,28.305995064595734,3
36,1,1,9,[0],0,0,1,[0],3,0,177,25.727555214006482,3
27,1,1,5,[0],3,0,1,[0],1,1,178,19.705532421177875,3
36,1,2,11,[0],1,0,1,[0],1,2,179,30.83653053175087,3
28,0,2,4,[0],1,0,1,[0],2,0,180,25.14860539551897,3
35,1,1,3,[0],4,0,1,[0],2,2,181,26.48553974966893,3
45,1,4,23,[0],2,0,0,[0],0,2,182,36.93527318589253,3
37,0,2,20,[0],3,1,1,[0],3,0,183,25.076193048107708,3
43,0,1,1,[0],5,0,1,[0],2,1,184,21.06674327300584,3
22,0,4,19,[0],5,0,1,[0],2,1,185,26.562499999999996,3
17,1,4,19,[0],0,0,1,[0],2,2,186,35.196195005945306,3
38,0,1,1,[0],1,0,1,[0],3,0,187,39.33546207598686,3
31,1,1,3,[0],2,0,1,[0],3,1,188,37.13348765432099,3
37,0,1,5,[0],5,0,0,[0],0,1,189,22.432302515622492,3
20,1,4,16,[0],5,0,1,[0],2,0,190,35.5247576860664,3
24,1,4,16,[0],5,1,1,[0],2,1,191,34.57581379659302,3
27,1,0,14,[0],3,0,0,[0],0,1,192,34.231502762971296,3
41,1,4,17,[0],3,0,1,[0],3,0,193,27.39225712198685,3
36,1,1,5,[0],1,0,1,[0],3,1,194,24.801587301587304,3
27,0,4,23,[0],0,1,1,[0],1,2,195,23.140495867768596,3
31,1,4,23,[0],5,0,1,[0],2,0,196,18.72417355371901,3
36,1,4,2,[0],5,0,1,[0],2,2,197,19.2671714440238,3
31,1,4,16,[0],1,0,1,[0],3,1,198,22.308149910767405,3
30,1,4,16,[0],5,0,0,[0],0,1,199,22.86236854138088,3
15,1,4,16,[0],4,0,1,[0],2,2,200,16.358024691358022,3
38,1,0,6,[0],5,0,1,[0],1,2,201,28.228386465429637,3
24,1,0,14,[0],0,1,1,[0],2,1,202,22.308149910767405,3
43,1,4,16,[0],3,0,1,[0],2,1,203,29.760837606224676,3
18,1,0,14,[0],4,0,1,[0],5,2,204,25.510204081632658,3
29,1,4,16,[0],4,0,1,[0],2,2,205,38.525564803805,3
34,1,4,2,[0],1,0,1,[0],3,1,206,25.21735857578381,3
32,1,3,0,[0],1,0,1,[0],2,0,207,20.04744562130375,3
29,0,4,16,[0],0,0,1,[0],3,1,208,26.555965935105768,3
38,0,4,17,[0],4,2,1,[0],3,2,209,31.95592286501378,3
24,1,4,23,[0],3,0,1,[0],1,2,210,27.458654210326976,3
43,1,4,2,[0],2,0,1,[0],3,0,211,32.446723281525394,3
34,0,4,19,[0],3,0,0,[0],0,0,212,26.953124999999996,3
25,0,0,24,[0],2,0,1,[0],2,0,213,27.053802773967377,3
28,1,1,1,[0],3,0,1,[0],3,0,214,29.864958448753463,3
34,0,4,19,[0],5,0,1,[0],3,0,215,26.298487836949374,3
39,1,4,19,[0],1,0,1,[0],3,1,216,34.484157572315304,3
17,1,3,22,[0],5,0,1,[0],1,1,217,19.66230766829999,3
33,1,0,24,[0],5,0,1,[0],2,2,218,21.230572023714146,3
10,1,1,9,[0],5,0,1,[0],3,2,219,24.221453287197235,3
44,1,4,17,[0],4,0,1,[0],2,0,220,22.54657648036074,3
22,0,4,19,[0],3,0,1,[0],1,1,221,28.93406890166274,3
28,0,4,23,[0],2,1,1,[0],0,2,222,27.887617065556707,3
36,0,4,16,[0],0,1,1,[0],2,2,223,21.847008520333322,3
31,1,2,11,[0],3,0,1,[0],3,0,224,21.06674327300584,3
28,1,0,6,[0],1,2,1,[0],3,0,225,21.719250114311837,3
23,0,1,1,[0],5,0,1,[0],0,1,226,22.7189744005842,3
34,0,4,19,[0],0,0,1,[0],2,2,227,31.90091949709139,3
38,0,4,23,[0],5,0,0,[0],0,2,228,24.31412396574249,3
28,1,0,10,[0],2,0,0,[0],0,1,229,35.55555555555556,3
36,0,2,11,[0],4,0,1,[0],2,2,230,21.453287197231838,3
23,0,4,16,[0],0,0,1,[0],3,2,231,27.734374999999993,3
30,1,0,7,[0],0,0,0,[0],0,1,232,29.687499999999993,3
33,1,0,10,[0],3,1,1,[0],2,0,233,28.256989886972047,3
33,0,4,16,[0],0,2,0,[0],0,1,234,34.71570651154063,3
32,1,4,2,[0],5,0,1,[0],2,1,235,32.36854981369265,3
27,1,4,19,[0],4,1,1,[0],3,0,236,27.339911999658252,3
38,1,4,23,[0],1,0,1,[0],3,0,237,32.029085872576175,3
26,0,4,19,[0],4,0,1,[0],3,1,238,30.078124999999993,3
41,1,4,19,[0],3,0,0,[0],0,1,239,21.107266435986162,3
33,1,4,16,[0],0,0,1,[0],1,1,240,30.078124999999993,3
25,0,1,3,[0],5,0,1,[0],1,1,241,34.72052423101375,3
26,0,3,22,[0],2,0,1,[0],3,1,242,27.476239809017613,3
34,1,4,2,[0],3,0,1,[0],2,0,243,20.70081674131507,3
25,0,1,3,[0],4,2,1,[0],3,1,244,26.813590449954088,3
26,1,4,17,[0],1,0,0,[0],0,0,245,32.04587620172036,3
35,0,2,12,[0],5,2,0,[0],0,0,246,28.93406890166274,3
13,1,4,17,[0],4,0,1,[0],2,0,247,36.18758863514109,3
44,0,4,2,[0],5,0,0,[0],0,1,248,28.93406890166274,3
32,1,2,20,[0],4,0,1,[0],3,1,249,35.196195005945306,3
29,1,1,1,[0],2,0,1,[0],3,2,250,28.841531805800347,3
34,1,3,18,[0],1,0,1,[0],1,2,251,38.937887033214494,3
37,1,1,9,[0],5,0,1,[0],2,2,252,35.68672839506173,3
24,0,3,22,[0],4,0,1,[0],2,2,253,17.056176513282043,3
35,1,0,6,[0],5,0,1,[0],2,2,254,24.508945765204302,3
25,0,4,23,[0],3,0,1,[0],2,2,255,31.555555555555557,3
37,0,4,19,[0],0,0,1,[0],3,2,256,33.3275623268698,3
30,1,3,18,[0],3,0,0,[0],0,0,257,28.507521599929827,3
19,0,0,14,[0],4,2,1,[0],3,1,258,26.448979591836736,3
34,1,4,17,[0],5,0,1,[0],3,0,259,36.88509164816139,3
20,1,4,23,[0],2,0,1,[0],2,1,260,30.85399449035813,3
21,0,4,16,[0],3,2,0,[0],0,0,261,28.841531805800347,3
25,1,4,16,[0],2,0,1,[0],3,0,262,29.61580591504726,3
22,1,4,2,[0],5,0,1,[0],1,2,263,35.693039857227845,3
18,1,4,17,[0],2,2,0,[0],0,1,264,20.504933999743688,3
10,0,3,8,[0],5,2,1,[0],2,0,265,20.07960127648894,3
35,1,4,16,[0],0,0,1,[0],2,1,266,30.024394820791898,3
38,0,1,13,[0],5,0,1,[0],2,2,267,28.67262607522348,3
28,1,1,9,[0],0,0,0,[0],0,2,268,25.224089004999776,3
16,0,4,16,[0],1,0,0,[0],0,1,269,27.94214332675871,3
35,0,4,16,[0],1,0,1,[0],2,2,270,26.573129251700685,3
37,0,0,24,[0],0,0,1,[0],3,1,271,28.19692120103642,3
23,0,0,24,[0],2,0,1,[0],2,0,272,22.724403484408533,3
46,1,4,17,[0],4,0,1,[0],4,2,273,42.249657064471876,3
26,1,2,11,[0],5,0,1,[0],2,0,274,28.084332107116012,3
17,0,4,17,[0],0,0,0,[0],0,0,275,24.005486968449926,3
21,1,1,1,[0],4,0,0,[0],0,2,276,24.88888888888889,3
28,0,1,3,[0],1,2,0,[0],0,0,277,32.85668008700079,3
23,1,4,19,[0],0,0,1,[0],4,1,278,22.265624999999996,3
27,0,4,2,[0],2,0,0,[0],0,0,279,17.91663167324543,3
27,0,4,2,[0],1,2,0,[0],0,2,280,21.847008520333322,3
32,1,4,17,[0],0,0,1,[0],3,1,281,32.882414151925076,3
23,0,3,18,[0],4,0,1,[0],4,1,282,22.20633068613798,3
38,1,1,5,[0],4,0,1,[0],3,1,283,29.48870392390012,3
12,0,4,23,[0],5,0,0,[0],0,2,284,28.67262607522348,3
21,1,4,2,[0],2,0,0,[0],0,0,285,27.239224483255885,3
13,1,4,16,[0],5,0,1,[0],3,2,286,21.7784352399737,3
24,1,1,9,[0],3,0,1,[0],4,0,287,28.360351528307834,3
36,1,4,17,[0],4,1,0,[0],0,0,288,23.95122659311947,3
21,1,4,2,[0],1,0,1,[0],2,0,289,39.382482671707635,3
32,0,4,2,[0],4,0,1,[0],3,1,290,29.40778799351001,3
46,1,0,14,[0],4,0,1,[0],4,0,291,23.83300460223537,3
39,0,3,21,[0],1,0,1,[0],2,1,292,23.422090729783037,3
27,1,3,8,[0],0,0,1,[0],3,0,293,32.03987184051263,3
22,1,4,19,[0],0,0,0,[0],0,0,294,34.85018426534209,3
32,1,2,4,[0],4,0,0,[0],0,1,295,26.05835362467427,3
43,0,4,16,[0],5,0,1,[0],4,1,296,28.577960676726104,3
35,1,4,16,[0],0,1,0,[0],0,0,297,30.040816326530614,3
25,1,0,14,[0],4,0,1,[0],3,1,298,36.55884122356426,3
28,0,1,1,[0],0,0,1,[0],3,0,299,37.02161136563469,3
13,1,4,23,[0],3,0,1,[0],5,2,300,36.35734072022161,3
14,0,4,2,[0],5,0,1,[0],2,1,301,22.052190183434128,3
31,1,4,2,[0],3,0,0,[0],0,0,302,30.629250934642585,3
26,0,4,19,[0],3,2,1,[0],4,1,303,27.531229454306374,3
25,1,1,3,[0],1,0,1,[0],3,0,304,30.439952437574316,3
34,1,1,5,[0],2,0,1,[0],3,1,305,33.29864724245577,3
22,1,1,1,[0],2,1,1,[0],3,2,306,26.562499999999996,3
30,1,0,24,[0],3,0,1,[0],2,0,307,22.10028959000152,3
14,1,3,0,[0],2,0,0,[0],0,1,308,29.864958448753463,3
32,0,2,12,[0],0,0,0,[0],0,0,309,27.551020408163268,3
42,1,1,3,[0],5,0,0,[0],0,1,310,28.946098855313362,3
35,1,4,2,[0],2,0,1,[0],2,2,311,24.218749999999996,3
14,0,1,5,[0],2,1,1,[0],2,2,312,27.180899908172638,3
25,0,4,17,[0],1,0,1,[0],2,2,313,22.720438370810918,3
31,1,4,23,[0],3,0,1,[0],4,1,314,23.93606231490121,3
19,1,4,19,[0],2,0,1,[0],3,2,315,32.038959374599514,3
35,0,4,23,[0],4,0,0,[0],0,1,316,26.813590449954088,3
30,0,4,2,[0],3,0,1,[0],3,2,317,34.69685902118335,3
29,1,4,23,[0],2,1,1,[0],4,1,318,26.491508201480624,3
23,0,0,24,[0],5,0,0,[0],0,2,319,24.0,3
43,0,4,23,[0],4,0,1,[0],5,0,320,28.19692120103642,3
33,0,1,1,[0],2,0,1,[0],3,2,321,34.64760317529933,3
27,1,3,18,[0],4,0,1,[0],2,0,322,22.481329065691202,3
39,0,4,19,[0],4,1,0,[0],0,2,323,15.872531363511492,3
32,1,3,8,[0],2,0,1,[0],2,0,324,40.0,3
28,1,4,2,[0],4,0,0,[0],0,0,325,22.91303307000445,3
39,1,4,17,[0],1,0,1,[0],1,0,326,26.346494034400994,3
21,1,1,5,[0],0,0,1,[0],2,0,327,26.89232313815483,3
27,1,0,14,[0],4,1,1,[0],4,1,328,27.58020031934969,3
32,0,4,19,[0],0,1,0,[0],0,2,329,30.407626561472714,3
12,1,4,16,[0],4,0,1,[0],2,0,330,23.437499999999996,3
41,1,4,17,[0],4,0,1,[0],2,0,331,30.832893829364274,3
22,0,4,17,[0],3,0,1,[0],0,1,332,35.59985760056959,3
36,0,4,16,[0],0,1,0,[0],0,1,333,31.22945430637738,3
30,0,1,1,[0],5,0,0,[0],0,2,334,33.59374999999999,3
45,0,4,16,[0],5,0,0,[0],0,1,335,27.67873897541753,3
39,0,4,16,[0],3,0,1,[0],3,0,336,24.238227146814403,3
34,1,1,5,[0],4,0,1,[0],2,1,337,32.03987184051263,3
42,0,4,17,[0],4,0,1,[0],1,2,338,32.00731595793324,3
30,1,4,2,[0],3,0,1,[0],0,2,339,29.744199881023206,3
35,1,2,4,[0],1,0,1,[0],2,1,340,29.515938606847698,3
23,0,4,2,[0],1,0,1,[0],2,2,341,20.312499999999996,3
27,0,1,9,[0],3,0,0,[0],0,1,342,29.270994027135,3
27,0,3,0,[0],3,0,0,[0],0,1,343,23.124670372023203,3
32,1,1,5,[0],2,0,1,[0],0,0,344,22.367440024560327,3
24,0,1,9,[0],5,0,1,[0],3,1,345,23.9188302920412,3
23,1,1,9,[0],0,0,0,[0],0,0,346,24.999999999999996,3
37,1,1,9,[0],1,0,1,[0],4,0,347,30.043262297708697,3
41,1,0,10,[0],5,0,1,[0],3,0,348,26.370238143535232,3
34,0,4,16,[0],5,2,1,[0],2,0,349,24.44727891156463,3
23,0,4,19,[0],1,0,1,[0],2,0,350,20.244897959183675,3
31,0,4,16,[0],1,2,1,[0],3,2,351,18.961927424152293,3
13,1,3,21,[0],4,0,1,[0],3,2,352,27.29322416043669,3
39,1,1,13,[0],3,0,1,[0],3,2,353,33.59374999999999,3
20,1,1,5,[0],2,2,0,[0],0,0,354,31.708283789139912,3
27,0,4,17,[0],3,0,0,[0],0,2,355,28.194284249647573,3
19,1,4,2,[0],2,0,0,[0],0,0,356,21.877551020408163,3
21,1,3,8,[0],1,0,1,[0],3,2,357,22.948115744558788,3
31,1,1,1,[0],0,0,0,[0],0,2,358,27.12031558185404,3
29,1,1,1,[0],2,0,1,[0],2,0,359,30.457655947153988,3
31,0,0,24,[0],0,0,0,[0],0,1,360,28.507521599929827,3
29,1,1,9,[0],2,0,1,[0],3,2,361,33.33187140914872,3
51,1,0,14,[0],2,1,1,[0],2,2,362,25.910684346898332,3
30,1,4,19,[0],4,0,1,[0],2,0,363,27.005130974885226,3
32,1,0,14,[0],5,0,1,[0],3,2,364,32.89333162458883,3
27,0,0,6,[0],2,2,1,[0],4,0,365,38.666666666666664,3
46,0,4,23,[0],3,0,1,[0],2,2,366,34.68312238187469,3
28,1,4,19,[0],4,0,1,[0],3,2,367,22.448015122873343,3
29,1,2,4,[0],2,0,1,[0],2,1,368,22.948115744558788,3
18,1,4,19,[0],5,0,1,[0],2,2,369,25.59373706198954,3
26,1,1,1,[0],2,2,1,[0],4,1,370,36.0,3
25,0,2,15,[0],1,1,1,[0],2,1,371,20.23950075898128,3
23,1,0,14,[0],1,0,1,[0],2,1,372,29.968782518210194,3
39,1,4,16,[0],5,0,1,[0],4,2,373,23.198315069747565,3
36,0,2,11,[0],0,0,0,[0],0,0,374,24.243918474687703,3
42,1,0,24,[0],3,0,1,[0],2,0,375,30.80124869927159,3
31,1,4,23,[0],4,0,1,[0],2,1,376,28.804413972169254,3
15,1,4,16,[0],1,0,1,[0],3,0,377,30.078124999999993,3
36,0,0,24,[0],1,0,1,[0],1,2,378,29.745808545159548,3
15,1,1,3,[0],0,0,1,[0],3,1,379,26.171874999999996,3
26,0,4,23,[0],3,2,1,[0],1,2,380,30.4557865994539,3
33,0,4,19,[0],5,0,1,[0],2,2,381,19.841269841269845,3
25,1,4,19,[0],3,0,1,[0],2,2,382,30.021501886486266,3
12,1,4,17,[0],1,0,1,[0],4,2,383,22.806017279943863,3
13,0,4,2,[0],5,1,1,[0],2,2,384,24.96494647925858,3
